CustomerID,customer_order_count,customer_total_revenue,customer_avg_order_value,customer_first_order_date,customer_last_order_date,customer_active_months,customer_total_quantity,customer_unique_products,customer_line_count,customer_country_count,primary_country,customer_active_days,value_tier
14859,4,1353.74,338.44,2011-05-19 14:42:00,2011-11-27 11:18:00,3,671,47,58,1,United Kingdom,191,Medium Value
14860,1,170.32,170.32,2011-11-20 14:17:00,2011-11-20 14:17:00,1,232,11,11,1,United Kingdom,0,Low Value
14861,1,125.79,125.79,2011-10-18 12:54:00,2011-10-18 12:54:00,1,117,6,6,1,United Kingdom,0,Low Value
14862,2,841.2,420.6,2011-07-14 11:20:00,2011-11-14 10:01:00,2,772,47,48,1,United Kingdom,122,Medium Value
14863,1,266.76,266.76,2011-11-10 15:04:00,2011-11-10 15:04:00,1,132,11,11,1,United Kingdom,0,Low Value
14865,2,52.2,26.1,2010-12-02 18:23:00,2011-12-02 16:25:00,2,108,4,4,1,United Kingdom,364,Low Value
14866,12,14389.9,1199.16,2010-12-08 14:58:00,2011-11-29 11:45:00,6,6752,30,99,1,United Kingdom,355,High Value
14867,3,710.28,236.76,2011-01-07 16:34:00,2011-06-07 11:39:00,3,328,31,36,1,United Kingdom,150,Medium Value
14868,8,2953.59,369.2,2011-04-20 13:36:00,2011-12-06 14:49:00,6,1405,96,144,1,United Kingdom,230,High Value
14869,2,721.45,360.72,2011-08-28 16:09:00,2011-12-01 12:36:00,2,549,66,70,1,United Kingdom,94,Medium Value
14870,1,327.25,327.25,2011-03-23 10:51:00,2011-03-23 10:51:00,1,119,13,13,1,United Kingdom,0,Low Value
14871,4,501.28,125.32,2010-12-14 12:18:00,2011-12-06 13:42:00,4,179,68,93,1,United Kingdom,357,Medium Value
14873,1,519.68,519.68,2011-05-13 13:52:00,2011-05-13 13:52:00,1,168,28,28,1,United Kingdom,0,Medium Value
14875,2,1465.32,732.66,2011-03-22 11:53:00,2011-08-24 12:20:00,2,558,46,47,1,United Kingdom,155,Medium Value
14878,9,1476.09,164.01,2010-12-16 12:11:00,2011-11-27 11:15:00,7,799,62,122,1,United Kingdom,345,Medium Value
14880,3,690.59,230.2,2011-02-24 12:27:00,2011-09-23 13:42:00,3,365,45,46,1,United Kingdom,211,Medium Value
14881,1,255.4,255.4,2011-11-20 11:06:00,2011-11-20 11:06:00,1,316,17,17,1,United Kingdom,0,Low Value
14882,2,589.7,294.85,2011-11-06 10:15:00,2011-11-13 12:47:00,1,158,6,11,1,United Kingdom,7,Medium Value
14883,6,761.59,126.93,2011-05-12 09:49:00,2011-11-21 10:23:00,5,790,39,53,1,United Kingdom,193,Medium Value
14885,1,765.32,765.32,2011-07-31 12:05:00,2011-07-31 12:05:00,1,724,15,15,1,United Kingdom,0,Medium Value
14886,1,364.8,364.8,2011-04-01 08:56:00,2011-04-01 08:56:00,1,160,18,18,1,United Kingdom,0,Medium Value
14887,1,1862.0,1862.0,2011-09-21 15:32:00,2011-09-21 15:32:00,1,1100,6,6,1,United Kingdom,0,Medium Value
14888,1,369.2,369.2,2011-05-16 14:58:00,2011-05-16 14:58:00,1,184,20,20,1,United Kingdom,0,Medium Value
14889,1,135.9,135.9,2011-01-07 15:19:00,2011-01-07 15:19:00,1,90,10,10,1,United Kingdom,0,Low Value
14890,1,125.65,125.65,2011-03-31 11:57:00,2011-03-31 11:57:00,1,51,7,7,1,United Kingdom,0,Low Value
14891,2,554.38,277.19,2011-06-05 10:58:00,2011-07-14 18:08:00,2,505,30,33,1,United Kingdom,39,Medium Value
14893,2,1237.85,618.92,2011-11-28 10:49:00,2011-11-30 12:31:00,1,799,72,73,1,United Kingdom,2,Medium Value
14894,1,655.75,655.75,2011-09-15 13:51:00,2011-09-15 13:51:00,1,265,23,23,1,United Kingdom,0,Medium Value
14895,20,11138.71,556.94,2011-02-22 13:08:00,2011-12-02 09:23:00,10,4851,273,498,1,United Kingdom,282,High Value
14896,2,468.77,234.39,2010-12-09 12:24:00,2011-05-19 10:20:00,2,279,43,43,1,United Kingdom,160,Medium Value
14897,4,1366.38,341.6,2011-02-16 08:37:00,2011-12-02 10:32:00,4,468,43,55,1,United Kingdom,289,Medium Value
14898,6,1269.31,211.55,2010-12-03 15:25:00,2011-11-16 14:54:00,6,1001,86,109,1,United Kingdom,347,Medium Value
14901,9,1421.29,157.92,2010-12-02 11:20:00,2011-11-28 17:09:00,4,661,73,96,1,United Kingdom,361,Medium Value
14902,1,332.66,332.66,2011-11-14 10:34:00,2011-11-14 10:34:00,1,218,20,20,1,United Kingdom,0,Low Value
14903,5,2795.33,559.07,2011-03-06 11:50:00,2011-11-18 16:07:00,5,1531,227,350,1,United Kingdom,257,High Value
14904,2,1025.44,512.72,2011-11-14 09:13:00,2011-12-07 12:55:00,2,1985,66,69,1,United Kingdom,23,Medium Value
14905,2,616.15,308.08,2011-04-20 10:48:00,2011-07-05 12:41:00,2,287,14,17,1,United Kingdom,76,Medium Value
14907,7,3501.1,500.16,2010-12-07 10:14:00,2011-12-06 14:14:00,5,1691,125,165,1,United Kingdom,364,High Value
14908,1,277.8,277.8,2011-09-26 12:56:00,2011-09-26 12:56:00,1,132,9,9,1,United Kingdom,0,Low Value
14910,4,434.35,108.59,2011-10-16 11:06:00,2011-12-07 10:06:00,3,238,25,30,1,United Kingdom,51,Medium Value
14911,201,143711.17,714.98,2010-12-01 14:05:00,2011-12-08 15:54:00,13,80240,1787,5670,1,EIRE,372,High Value
14912,2,867.85,433.92,2011-04-07 11:06:00,2011-11-23 09:20:00,2,971,21,27,1,Italy,229,Medium Value
14913,4,1227.43,306.86,2010-12-15 14:35:00,2011-11-04 08:29:00,4,1743,76,87,1,United Kingdom,323,Medium Value
14915,2,307.48,153.74,2011-03-07 09:39:00,2011-09-09 13:34:00,2,112,12,12,1,United Kingdom,186,Low Value
14916,4,1268.98,317.24,2011-01-19 15:30:00,2011-09-30 09:20:00,3,1136,72,77,1,United Kingdom,253,Medium Value
14918,2,1610.15,805.08,2011-07-08 12:50:00,2011-08-16 11:50:00,2,675,39,45,1,United Kingdom,38,Medium Value
14920,2,977.77,488.88,2011-05-11 10:31:00,2011-05-11 10:32:00,1,509,57,57,1,United Kingdom,0,Medium Value
14921,2,1316.07,658.04,2011-05-22 12:51:00,2011-11-09 13:17:00,2,953,78,78,1,United Kingdom,171,Medium Value
14923,1,749.1,749.1,2011-10-20 11:51:00,2011-10-20 11:51:00,1,418,44,44,1,United Kingdom,0,Medium Value
14924,1,310.05,310.05,2011-04-08 09:25:00,2011-04-08 09:25:00,1,64,10,10,1,United Kingdom,0,Low Value
14929,1,223.88,223.88,2011-11-07 17:21:00,2011-11-07 17:21:00,1,136,11,11,1,United Kingdom,0,Low Value
14930,3,2362.96,787.65,2011-03-10 14:42:00,2011-08-23 10:31:00,2,1160,116,127,1,Channel Islands,165,High Value
14931,5,1257.68,251.54,2011-04-13 09:32:00,2011-12-05 10:19:00,5,417,30,41,1,Channel Islands,236,Medium Value
14932,1,363.53,363.53,2010-12-09 11:48:00,2010-12-09 11:48:00,1,80,17,17,1,Channel Islands,0,Medium Value
14934,2,1890.94,945.47,2011-03-02 11:48:00,2011-09-19 10:10:00,2,1042,68,87,1,Channel Islands,200,Medium Value
14935,1,1784.71,1784.71,2011-02-15 14:44:00,2011-02-15 14:44:00,1,935,10,10,1,Channel Islands,0,Medium Value
14936,8,8137.02,1017.13,2011-03-09 11:53:00,2011-11-06 10:30:00,5,4085,210,364,1,Channel Islands,241,High Value
14937,3,1621.88,540.63,2011-08-01 14:16:00,2011-10-14 12:29:00,2,484,33,34,1,Channel Islands,73,Medium Value
14944,12,5900.25,491.69,2011-02-16 12:47:00,2011-11-10 09:10:00,6,2815,101,170,1,United Kingdom,266,High Value
14946,1,100.9,100.9,2011-11-25 13:33:00,2011-11-25 13:33:00,1,22,3,3,1,United Kingdom,0,Low Value
14947,2,290.82,145.41,2011-08-01 09:31:00,2011-09-28 15:48:00,2,179,14,14,1,United Kingdom,58,Low Value
14948,6,1101.97,183.66,2011-05-04 14:52:00,2011-11-16 17:16:00,5,673,56,63,1,United Kingdom,196,Medium Value
14950,1,371.2,371.2,2011-11-20 13:48:00,2011-11-20 13:48:00,1,136,19,19,1,United Kingdom,0,Medium Value
14951,1,311.69,311.69,2011-09-21 15:15:00,2011-09-21 15:15:00,1,311,20,20,1,United Kingdom,0,Low Value
14952,11,8099.49,736.32,2010-12-10 12:48:00,2011-10-11 10:33:00,5,3355,117,138,1,United Kingdom,304,High Value
14953,1,285.67,285.67,2011-11-14 14:59:00,2011-11-14 14:59:00,1,224,54,54,1,United Kingdom,0,Low Value
14954,1,294.85,294.85,2011-11-27 14:30:00,2011-11-27 14:30:00,1,117,75,77,1,United Kingdom,0,Low Value
14957,1,58.49,58.49,2011-03-31 17:59:00,2011-03-31 17:59:00,1,34,12,12,1,United Kingdom,0,Low Value
14958,3,483.73,161.24,2011-04-08 11:28:00,2011-07-15 14:20:00,3,128,33,41,1,United Kingdom,98,Medium Value
14959,4,695.42,173.86,2011-02-16 13:00:00,2011-10-06 18:23:00,4,494,37,59,1,United Kingdom,232,Medium Value
14960,2,221.27,110.64,2011-06-21 13:38:00,2011-12-01 12:54:00,2,221,23,27,1,United Kingdom,162,Low Value
14961,9,7044.68,782.74,2010-12-14 11:38:00,2011-11-29 09:42:00,6,3708,193,312,1,United Kingdom,349,High Value
14962,1,126.7,126.7,2011-03-14 09:42:00,2011-03-14 09:42:00,1,44,5,5,1,United Kingdom,0,Low Value
14963,5,1472.34,294.47,2011-06-09 12:30:00,2011-11-30 12:16:00,3,1159,149,192,1,United Kingdom,173,Medium Value
14964,1,206.21,206.21,2011-04-06 14:13:00,2011-04-06 14:13:00,1,143,13,13,1,United Kingdom,0,Low Value
14965,2,596.09,298.04,2011-09-04 13:15:00,2011-09-04 13:20:00,1,363,80,81,1,United Kingdom,0,Medium Value
14966,1,183.02,183.02,2011-11-25 12:20:00,2011-11-25 12:20:00,1,179,35,36,1,United Kingdom,0,Low Value
14967,1,463.8,463.8,2011-10-21 11:06:00,2011-10-21 11:06:00,1,140,6,6,1,United Kingdom,0,Medium Value
14968,1,147.59,147.59,2011-11-09 13:58:00,2011-11-09 13:58:00,1,127,37,37,1,United Kingdom,0,Low Value
14970,4,1592.06,398.02,2011-01-27 12:23:00,2011-10-02 13:44:00,4,250,24,34,1,United Kingdom,248,Medium Value
14971,3,1097.98,365.99,2011-10-27 13:33:00,2011-11-04 17:07:00,2,639,144,155,1,United Kingdom,8,Medium Value
14972,1,114.77,114.77,2011-08-03 14:54:00,2011-08-03 14:54:00,1,28,18,18,1,United Kingdom,0,Low Value
14973,3,1314.45,438.15,2011-04-28 12:22:00,2011-08-24 15:51:00,3,369,29,32,1,United Kingdom,118,Medium Value
14974,1,89.94,89.94,2011-11-02 13:01:00,2011-11-02 13:01:00,1,37,17,17,1,United Kingdom,0,Low Value
14975,1,279.94,279.94,2011-10-13 14:08:00,2011-10-13 14:08:00,1,380,11,11,1,United Kingdom,0,Low Value
14976,7,790.86,112.98,2011-01-17 11:09:00,2011-10-13 16:37:00,5,234,47,72,1,United Kingdom,269,Medium Value
14978,5,1921.37,384.27,2011-01-13 12:03:00,2011-09-28 13:07:00,4,523,136,214,1,United Kingdom,258,Medium Value
14981,1,102.12,102.12,2011-04-07 13:45:00,2011-04-07 13:45:00,1,97,8,8,1,United Kingdom,0,Low Value
14984,2,202.37,101.18,2011-06-12 11:04:00,2011-11-20 14:28:00,2,58,37,39,1,United Kingdom,161,Low Value
14985,2,292.01,146.0,2010-12-16 19:51:00,2011-05-25 14:29:00,2,256,78,83,1,United Kingdom,159,Low Value
14987,2,326.4,163.2,2010-12-09 12:13:00,2011-11-24 09:59:00,2,128,2,4,1,United Kingdom,349,Low Value
14988,1,334.54,334.54,2011-05-12 12:05:00,2011-05-12 12:05:00,1,141,40,40,1,United Kingdom,0,Low Value
14995,2,231.98,115.99,2011-03-04 13:14:00,2011-11-01 11:39:00,2,102,53,60,1,United Kingdom,241,Low Value
14997,3,546.2,182.07,2011-06-14 16:52:00,2011-10-24 13:28:00,3,1120,25,26,1,United Kingdom,131,Medium Value
14998,2,414.87,207.44,2011-04-12 16:28:00,2011-06-22 17:30:00,2,258,70,74,1,United Kingdom,71,Medium Value
15000,1,490.52,490.52,2011-10-23 11:42:00,2011-10-23 11:42:00,1,218,76,77,1,United Kingdom,0,Medium Value
15002,4,1641.76,410.44,2010-12-07 13:16:00,2011-08-16 10:44:00,4,862,93,115,1,United Kingdom,251,Medium Value
15004,1,1220.77,1220.77,2011-07-15 14:05:00,2011-07-15 14:05:00,1,623,154,154,1,United Kingdom,0,Medium Value
15005,28,6295.37,224.83,2010-12-08 14:36:00,2011-11-24 12:25:00,12,4230,360,1112,1,United Kingdom,350,High Value
15006,1,480.38,480.38,2011-10-19 15:08:00,2011-10-19 15:08:00,1,286,121,132,1,United Kingdom,0,Medium Value
15007,1,156.91,156.91,2011-07-03 16:00:00,2011-07-03 16:00:00,1,69,12,12,1,United Kingdom,0,Low Value
15009,3,1259.43,419.81,2011-11-14 17:40:00,2011-11-27 13:35:00,1,639,148,180,1,United Kingdom,12,Medium Value
15010,1,308.94,308.94,2011-11-04 12:42:00,2011-11-04 12:42:00,1,184,20,20,1,United Kingdom,0,Low Value
15012,2,405.04,202.52,2010-12-01 12:49:00,2011-10-17 12:22:00,2,225,110,122,1,United Kingdom,319,Medium Value
15014,2,257.67,128.84,2011-06-16 19:40:00,2011-10-27 20:07:00,2,149,29,33,1,United Kingdom,133,Low Value
15016,1,170.04,170.04,2011-06-20 12:06:00,2011-06-20 12:06:00,1,76,20,20,1,United Kingdom,0,Low Value
15017,1,125.58,125.58,2011-11-06 10:33:00,2011-11-06 10:33:00,1,63,20,20,1,United Kingdom,0,Low Value
15018,3,496.21,165.4,2010-12-07 10:47:00,2011-11-01 12:47:00,3,189,30,31,1,United Kingdom,329,Medium Value
15019,1,252.81,252.81,2011-03-18 12:35:00,2011-03-18 12:35:00,1,150,64,66,1,United Kingdom,0,Low Value
15021,9,1871.77,207.97,2010-12-08 12:17:00,2011-12-01 11:53:00,8,819,287,444,1,United Kingdom,357,Medium Value
15022,4,852.39,213.1,2011-10-23 15:47:00,2011-11-28 12:35:00,2,527,96,121,1,United Kingdom,35,Medium Value
15023,11,6720.41,610.95,2010-12-05 13:49:00,2011-12-06 17:23:00,9,2827,347,553,1,United Kingdom,366,High Value
15024,10,1636.43,163.64,2010-12-07 13:20:00,2011-11-30 12:06:00,5,902,105,152,1,United Kingdom,357,Medium Value
15025,1,361.96,361.96,2011-11-06 15:20:00,2011-11-06 15:20:00,1,184,66,67,1,United Kingdom,0,Medium Value
15026,3,469.0,156.33,2011-03-07 13:45:00,2011-09-20 13:52:00,3,285,57,61,1,United Kingdom,197,Medium Value
15027,4,1066.15,266.54,2011-04-15 14:14:00,2011-11-09 10:16:00,4,565,30,35,1,United Kingdom,207,Medium Value
15028,4,627.13,156.78,2010-12-06 12:47:00,2011-12-01 14:06:00,3,459,35,48,1,United Kingdom,360,Medium Value
15030,2,518.28,259.14,2011-03-16 15:34:00,2011-09-29 10:50:00,2,372,7,7,1,United Kingdom,196,Medium Value
15031,4,653.19,163.3,2011-03-02 14:46:00,2011-12-05 14:19:00,4,400,74,110,1,United Kingdom,277,Medium Value
15032,3,4959.1,1653.03,2010-12-08 12:57:00,2011-03-28 15:03:00,2,2968,29,52,1,United Kingdom,110,High Value
15033,10,2557.18,255.72,2011-01-14 13:28:00,2011-12-05 12:40:00,8,1672,315,501,1,United Kingdom,324,High Value
15034,8,4274.16,534.27,2010-12-21 09:47:00,2011-11-24 12:11:00,6,2413,299,390,1,United Kingdom,338,High Value
15035,1,252.73,252.73,2011-09-11 11:08:00,2011-09-11 11:08:00,1,245,26,27,1,United Kingdom,0,Low Value
15036,3,429.56,143.19,2011-06-13 12:19:00,2011-09-28 15:42:00,2,316,107,119,1,United Kingdom,107,Medium Value
15038,6,685.74,114.29,2010-12-05 10:54:00,2011-10-12 11:33:00,5,212,105,125,1,United Kingdom,311,Medium Value
15039,47,19766.59,420.57,2010-12-06 11:26:00,2011-11-30 11:31:00,12,9131,408,1477,1,United Kingdom,359,High Value
15041,1,179.93,179.93,2011-06-22 16:16:00,2011-06-22 16:16:00,1,103,66,66,1,United Kingdom,0,Low Value
15042,1,135.93,135.93,2011-05-24 16:25:00,2011-05-24 16:25:00,1,30,5,5,1,United Kingdom,0,Low Value
15043,1,537.0,537.0,2011-11-08 14:26:00,2011-11-08 14:26:00,1,300,3,3,1,United Kingdom,0,Medium Value
15044,17,7634.73,449.1,2010-12-12 14:27:00,2011-11-20 13:20:00,11,2785,233,444,1,United Kingdom,342,High Value
15045,2,735.66,367.83,2011-03-27 11:44:00,2011-07-11 11:33:00,2,114,11,12,1,United Kingdom,105,Medium Value
15046,15,5090.42,339.36,2011-01-05 15:30:00,2011-11-30 15:50:00,9,3372,147,201,1,United Kingdom,329,High Value
15047,1,343.62,343.62,2011-03-15 10:49:00,2011-03-15 10:49:00,1,222,22,22,1,United Kingdom,0,Low Value
15048,4,381.0,95.25,2010-12-06 12:15:00,2011-10-05 14:55:00,4,192,86,94,1,United Kingdom,303,Medium Value
15049,1,121.17,121.17,2011-03-11 12:13:00,2011-03-11 12:13:00,1,63,3,3,1,United Kingdom,0,Low Value
15050,3,1737.69,579.23,2011-09-29 13:22:00,2011-11-14 16:17:00,2,1216,68,76,1,United Kingdom,46,Medium Value
15051,3,1383.36,461.12,2011-07-12 15:29:00,2011-11-16 15:38:00,3,1010,130,142,1,United Kingdom,127,Medium Value
15052,1,207.73,207.73,2011-01-24 15:52:00,2011-01-24 15:52:00,1,79,27,28,1,United Kingdom,0,Low Value
15053,3,693.95,231.32,2011-03-03 12:06:00,2011-12-05 12:08:00,3,984,49,69,1,United Kingdom,277,Medium Value
15054,2,302.1,151.05,2011-10-30 14:33:00,2011-11-27 15:02:00,2,198,105,114,1,United Kingdom,28,Low Value
15057,2,1489.5,744.75,2011-01-28 09:09:00,2011-03-09 15:17:00,2,668,25,25,1,United Kingdom,40,Medium Value
15058,11,2102.54,191.14,2011-01-31 15:35:00,2011-11-14 14:57:00,8,1054,199,266,1,United Kingdom,286,High Value
15059,9,1337.72,148.64,2011-01-09 11:54:00,2011-10-30 11:35:00,6,604,161,237,1,United Kingdom,293,Medium Value
15060,4,294.25,73.56,2011-11-30 14:03:00,2011-12-01 13:47:00,2,257,81,115,1,United Kingdom,0,Low Value
15061,48,54534.14,1136.13,2010-12-02 15:19:00,2011-12-06 12:06:00,13,28920,70,403,1,United Kingdom,368,High Value
15062,4,987.86,246.96,2010-12-15 15:37:00,2011-09-29 16:51:00,4,763,47,57,1,United Kingdom,288,Medium Value
15063,1,370.8,370.8,2011-05-10 13:25:00,2011-05-10 13:25:00,1,56,5,5,1,United Kingdom,0,Medium Value
15065,4,3158.13,789.53,2011-02-21 12:54:00,2011-11-02 09:45:00,4,1383,148,155,1,United Kingdom,253,High Value
15066,1,893.59,893.59,2011-10-17 13:25:00,2011-10-17 13:25:00,1,317,42,42,1,United Kingdom,0,Medium Value
15067,3,1744.76,581.59,2011-03-02 12:10:00,2011-09-22 13:20:00,2,954,82,82,1,United Kingdom,204,Medium Value
15068,2,553.36,276.68,2011-03-28 14:27:00,2011-10-24 14:47:00,2,364,96,104,1,United Kingdom,210,Medium Value
15069,1,1109.53,1109.53,2011-06-13 14:16:00,2011-06-13 14:16:00,1,520,70,70,1,United Kingdom,0,Medium Value
15070,1,106.2,106.2,2010-12-02 11:23:00,2010-12-02 11:23:00,1,36,1,1,1,United Kingdom,0,Low Value
15071,2,982.07,491.04,2011-03-09 10:19:00,2011-09-07 11:43:00,2,269,25,26,1,United Kingdom,182,Medium Value
15073,3,1043.41,347.8,2011-06-06 09:59:00,2011-11-30 10:44:00,2,491,31,54,1,United Kingdom,177,Medium Value
15074,1,735.67,735.67,2011-08-26 14:45:00,2011-08-26 14:45:00,1,431,41,41,1,United Kingdom,0,Medium Value
15075,1,773.03,773.03,2011-09-23 12:27:00,2011-09-23 12:27:00,1,447,27,27,1,United Kingdom,0,Medium Value
15076,1,880.85,880.85,2011-06-20 08:23:00,2011-06-20 08:23:00,1,571,49,49,1,United Kingdom,0,Medium Value
15078,32,9743.11,304.47,2010-12-06 12:38:00,2011-12-02 15:41:00,13,5105,97,440,1,United Kingdom,361,High Value
15079,4,895.61,223.9,2010-12-09 09:25:00,2011-05-11 12:45:00,3,389,46,47,1,United Kingdom,153,Medium Value
15081,5,504.8,100.96,2010-12-07 16:20:00,2011-11-17 17:08:00,5,190,26,33,1,United Kingdom,345,Medium Value
15083,1,88.2,88.2,2011-03-28 12:18:00,2011-03-28 12:18:00,1,38,5,5,1,United Kingdom,0,Low Value
15087,1,306.94,306.94,2011-03-03 10:34:00,2011-03-03 10:34:00,1,470,15,15,1,United Kingdom,0,Low Value
15088,2,1160.07,580.04,2011-10-03 14:05:00,2011-11-18 13:14:00,2,460,53,57,1,United Kingdom,45,Medium Value
15089,6,2420.84,403.47,2011-08-03 14:14:00,2011-11-29 16:31:00,4,1359,139,145,1,United Kingdom,118,High Value
15090,1,381.32,381.32,2011-02-04 14:03:00,2011-02-04 14:03:00,1,208,23,23,1,United Kingdom,0,Medium Value
15091,1,480.71,480.71,2011-10-03 12:47:00,2011-10-03 12:47:00,1,346,30,30,1,United Kingdom,0,Medium Value
15092,2,457.81,228.91,2011-03-01 12:24:00,2011-05-08 14:10:00,2,135,23,26,1,United Kingdom,68,Medium Value
15093,6,4597.02,766.17,2010-12-02 18:25:00,2011-11-21 13:09:00,6,3760,52,108,1,United Kingdom,353,High Value
15095,4,1370.6,342.65,2011-05-20 14:27:00,2011-08-28 12:01:00,3,1079,30,47,1,United Kingdom,99,Medium Value
15096,1,219.39,219.39,2011-10-28 10:27:00,2011-10-28 10:27:00,1,120,11,11,1,United Kingdom,0,Low Value
15097,1,248.08,248.08,2011-12-05 14:03:00,2011-12-05 14:03:00,1,170,25,25,1,United Kingdom,0,Low Value
15098,3,39916.5,13305.5,2011-06-10 15:22:00,2011-06-10 15:33:00,1,121,1,3,1,United Kingdom,0,High Value
15099,1,410.48,410.48,2011-09-16 13:13:00,2011-09-16 13:13:00,1,343,23,23,1,United Kingdom,0,Medium Value
15100,3,876.0,292.0,2010-12-01 09:09:00,2011-01-10 10:35:00,2,80,1,3,1,United Kingdom,40,Medium Value
15101,2,317.53,158.76,2010-12-15 12:54:00,2011-12-01 10:18:00,2,241,8,8,1,United Kingdom,350,Low Value
15103,2,703.36,351.68,2011-09-14 13:54:00,2011-11-08 14:53:00,2,329,35,35,1,United Kingdom,55,Medium Value
15104,2,993.54,496.77,2011-03-02 14:16:00,2011-05-27 12:29:00,2,635,66,67,1,United Kingdom,85,Medium Value
15105,7,2298.93,328.42,2011-07-28 10:09:00,2011-11-21 16:54:00,4,1211,90,101,1,United Kingdom,116,High Value
15106,5,1422.52,284.5,2011-03-15 12:52:00,2011-11-22 09:16:00,5,1181,90,100,1,United Kingdom,251,Medium Value
15107,6,319.5,53.25,2010-12-02 13:45:00,2011-02-01 14:46:00,3,169,12,16,1,United Kingdom,61,Low Value
15108,4,1300.25,325.06,2011-04-26 10:54:00,2011-07-21 10:24:00,3,499,50,60,1,European Community,85,Medium Value
15109,1,484.95,484.95,2011-04-08 09:58:00,2011-04-08 09:58:00,1,131,28,28,1,United Kingdom,0,Medium Value
15110,4,996.1,249.02,2011-01-25 11:41:00,2011-11-16 11:16:00,4,246,17,35,1,United Kingdom,294,Medium Value
15111,3,1567.48,522.49,2010-12-02 11:45:00,2011-11-10 16:58:00,3,710,70,84,1,United Kingdom,343,Medium Value
15113,3,3509.43,1169.81,2011-10-16 15:27:00,2011-11-30 08:23:00,2,2344,77,97,1,United Kingdom,44,High Value
15114,10,2760.56,276.06,2011-02-11 08:45:00,2011-11-09 15:05:00,8,3096,136,197,1,United Kingdom,271,High Value
15115,1,340.11,340.11,2011-11-21 14:59:00,2011-11-21 14:59:00,1,157,21,21,1,United Kingdom,0,Low Value
15116,4,1352.75,338.19,2011-05-19 08:50:00,2011-11-22 12:25:00,4,648,37,45,1,United Kingdom,187,Medium Value
15117,5,1551.78,310.36,2011-05-08 12:38:00,2011-11-25 08:12:00,4,1948,63,79,1,United Kingdom,200,Medium Value
15118,1,244.8,244.8,2011-07-28 14:54:00,2011-07-28 14:54:00,1,1440,1,1,1,United Kingdom,0,Low Value
15119,1,266.4,266.4,2011-04-08 09:08:00,2011-04-08 09:08:00,1,88,14,14,1,United Kingdom,0,Low Value
15120,1,358.82,358.82,2011-07-29 09:48:00,2011-07-29 09:48:00,1,296,21,21,1,United Kingdom,0,Medium Value
15121,2,457.72,228.86,2011-02-24 12:41:00,2011-10-20 14:51:00,2,199,28,28,1,United Kingdom,238,Medium Value
15122,3,1633.78,544.59,2011-02-15 09:59:00,2011-08-17 16:48:00,3,800,65,82,1,United Kingdom,183,Medium Value
15123,2,2199.31,1099.66,2011-05-17 14:57:00,2011-12-02 13:12:00,2,1195,93,106,1,United Kingdom,198,High Value
15124,2,184.19,92.1,2011-06-01 09:06:00,2011-11-17 10:09:00,2,233,14,15,1,United Kingdom,169,Low Value
15125,15,11528.48,768.57,2011-03-14 09:59:00,2011-11-14 13:57:00,8,6193,102,127,1,United Kingdom,245,High Value
15127,1,406.53,406.53,2011-10-05 10:30:00,2011-10-05 10:30:00,1,251,16,16,1,United Kingdom,0,Medium Value
15128,4,1471.0,367.75,2011-05-04 12:32:00,2011-10-10 13:54:00,4,1343,74,102,1,United Kingdom,159,Medium Value
15129,11,3447.4,313.4,2011-02-21 09:09:00,2011-10-20 14:40:00,7,1794,54,84,1,United Kingdom,241,High Value
15130,1,330.11,330.11,2011-06-23 10:15:00,2011-06-23 10:15:00,1,197,22,22,1,United Kingdom,0,Low Value
15132,5,977.93,195.59,2011-03-22 12:02:00,2011-11-21 17:10:00,5,679,49,52,1,United Kingdom,244,Medium Value
15133,3,982.42,327.47,2011-02-11 10:38:00,2011-08-04 10:44:00,3,680,27,29,1,United Kingdom,174,Medium Value
15134,8,1387.99,173.5,2011-04-13 11:05:00,2011-11-25 08:55:00,7,887,44,73,1,United Kingdom,225,Medium Value
15135,1,139.05,139.05,2011-04-14 19:16:00,2011-04-14 19:16:00,1,43,9,9,1,United Kingdom,0,Low Value
15136,4,1286.7,321.68,2011-09-04 16:05:00,2011-12-07 12:26:00,3,776,61,68,1,United Kingdom,93,Medium Value
15139,2,178.96,89.48,2011-01-07 12:44:00,2011-04-14 11:39:00,2,208,13,13,1,United Kingdom,96,Low Value
15140,7,2354.25,336.32,2011-03-20 14:37:00,2011-10-18 14:07:00,6,1572,74,80,1,United Kingdom,211,High Value
15142,1,498.74,498.74,2011-10-24 12:51:00,2011-10-24 12:51:00,1,365,26,26,1,United Kingdom,0,Medium Value
15143,1,259.45,259.45,2011-04-28 12:03:00,2011-04-28 12:03:00,1,150,14,14,1,United Kingdom,0,Low Value
15144,17,6580.44,387.08,2011-01-31 13:17:00,2011-12-01 15:12:00,9,3050,132,217,1,United Kingdom,304,High Value
15145,4,1194.73,298.68,2011-04-05 15:20:00,2011-12-05 17:21:00,3,756,54,67,1,United Kingdom,244,Medium Value
15146,2,1327.16,663.58,2011-02-21 13:07:00,2011-06-28 12:09:00,2,1473,90,91,1,United Kingdom,126,Medium Value
15147,1,623.5,623.5,2011-04-13 15:57:00,2011-04-13 15:57:00,1,366,28,28,1,United Kingdom,0,Medium Value
15148,1,301.29,301.29,2011-11-29 08:21:00,2011-11-29 08:21:00,1,187,20,20,1,United Kingdom,0,Low Value
