StockCode,product_description,product_total_quantity,product_total_revenue,product_order_count,product_customer_count,product_country_count,product_avg_unit_price,product_first_sold_date,product_last_sold_date
22905,CALENDAR IN SEASON DESIGN,477,1222.54,67,50,5,2.75,2010-12-01 12:43:00,2011-12-08 12:26:00
22906,12 MESSAGE CARDS WITH ENVELOPES,1621,2578.65,187,150,6,1.64,2010-12-01 12:43:00,2011-12-09 12:20:00
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6088,4954.42,533,357,16,0.85,2010-12-01 12:49:00,2011-12-09 12:16:00
22908,PACK OF 20 NAPKINS RED APPLES,4229,3326.39,313,212,13,0.85,2010-12-07 10:08:00,2011-12-09 12:20:00
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8111,6520.91,489,368,12,0.85,2010-12-01 11:57:00,2011-12-09 11:34:00
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9423,25639.77,697,470,7,2.94,2010-12-01 10:19:00,2011-12-09 12:19:00
22911,PAPER CHAIN KIT LONDON,437,1243.99,81,68,4,2.98,2010-12-01 13:17:00,2011-12-05 09:15:00
22912,YELLOW COAT RACK PARIS FASHION,270,1222.74,90,74,9,4.93,2010-12-01 08:34:00,2011-11-28 14:06:00
22913,RED COAT RACK PARIS FASHION,327,1479.69,95,78,11,4.93,2010-12-01 08:34:00,2011-12-01 09:20:00
22914,BLUE COAT RACK PARIS FASHION,427,1974.69,134,106,12,4.93,2010-12-01 08:34:00,2011-12-08 15:54:00
22915,ASSORTED BOTTLE TOP  MAGNETS,2928,1104.36,133,110,14,0.4,2010-12-01 09:59:00,2011-12-09 12:31:00
22916,HERB MARKER THYME,1816,1168.4,186,130,7,0.65,2010-12-01 12:43:00,2011-12-08 12:07:00
22917,HERB MARKER ROSEMARY,1851,1191.15,190,132,7,0.65,2010-12-01 12:43:00,2011-12-08 13:36:00
22918,HERB MARKER PARSLEY,1771,1119.15,187,130,8,0.65,2010-12-01 12:43:00,2011-12-08 13:36:00
22919,HERB MARKER MINT,1665,1070.25,191,132,7,0.65,2010-12-01 12:43:00,2011-12-08 12:07:00
22920,HERB MARKER BASIL,3325,1997.75,188,133,8,0.65,2010-12-01 12:43:00,2011-12-08 13:36:00
22921,HERB MARKER CHIVES,1643,1055.95,166,116,6,0.65,2010-12-01 12:43:00,2011-12-08 12:07:00
22922,FRIDGE MAGNETS US DINER ASSORTED,1482,1226.4,88,73,12,0.86,2010-12-01 09:59:00,2011-12-08 10:58:00
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1269,1031.85,75,64,10,0.84,2010-12-01 09:59:00,2011-12-08 15:31:00
22924,FRIDGE MAGNETS LA VIE EN ROSE,1170,963.3,74,63,6,0.85,2010-12-02 11:02:00,2011-12-08 10:58:00
22925,BLUE GIANT GARDEN THERMOMETER,426,2511.72,162,125,7,5.98,2010-12-01 12:22:00,2011-10-28 12:09:00
22926,IVORY GIANT GARDEN THERMOMETER,566,3295.7,182,140,7,5.94,2010-12-01 09:45:00,2011-05-10 10:00:00
22927,GREEN GIANT GARDEN THERMOMETER,395,2278.25,129,94,5,5.93,2010-12-01 12:22:00,2011-09-29 18:53:00
22928,YELLOW GIANT GARDEN THERMOMETER,251,1535.57,88,62,5,6.38,2010-12-02 10:53:00,2011-12-08 14:38:00
22929,SCHOOL DESK AND CHAIR,19,1199.75,13,13,7,63.92,2010-12-17 14:21:00,2011-10-26 13:46:00
22930,BAKING MOULD HEART MILK CHOCOLATE,1040,2513.12,145,120,9,2.57,2010-12-08 10:40:00,2011-12-08 14:38:00
22931,BAKING MOULD HEART WHITE CHOCOLATE,792,1873.51,110,95,11,2.55,2010-12-08 10:40:00,2011-12-08 13:47:00
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,872,1950.9,64,51,7,2.5,2010-12-08 10:40:00,2011-12-08 13:47:00
22933,BAKING MOULD EASTER EGG MILK CHOC,876,2272.2,91,82,6,2.92,2010-12-09 12:20:00,2011-12-05 12:16:00
22934,BAKING MOULD EASTER EGG WHITE CHOC,560,1527.2,69,65,7,2.92,2010-12-10 09:35:00,2011-10-25 17:31:00
22935,BAKING MOULD ROSE MILK CHOCOLATE,673,1964.25,52,46,5,3.16,2010-12-08 10:46:00,2011-12-08 13:47:00
22936,BAKING MOULD ROSE WHITE CHOCOLATE,258,766.88,33,30,5,3.3,2010-12-08 10:46:00,2011-12-08 13:47:00
22937,BAKING MOULD CHOCOLATE CUPCAKES,939,2420.09,136,122,11,2.61,2010-12-08 10:40:00,2011-12-07 08:45:00
22938,CUPCAKE LACE PAPER SET 6,2321,4355.33,170,160,12,1.94,2010-12-01 11:58:00,2011-12-08 13:50:00
22939,APRON APPLE DELIGHT,446,2178.58,102,77,10,5.28,2010-12-05 12:29:00,2011-12-06 09:31:00
22940,FELTCRAFT CHRISTMAS FAIRY,1881,7658.93,302,240,15,4.35,2010-12-01 11:49:00,2011-12-08 13:50:00
22941,CHRISTMAS LIGHTS 10 REINDEER,1570,12133.0,253,205,12,8.45,2010-12-01 10:03:00,2011-12-09 12:19:00
22942,CHRISTMAS LIGHTS 10 SANTAS,580,4100.25,131,111,6,7.44,2010-12-01 11:57:00,2011-12-09 10:46:00
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1274,5939.28,159,128,7,4.97,2010-12-01 12:50:00,2011-12-05 17:17:00
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2704,1125.94,57,50,8,0.52,2010-12-03 14:04:00,2011-12-06 14:52:00
22945,CHRISTMAS METAL TAGS ASSORTED,2857,2395.93,136,118,11,0.89,2010-12-01 12:23:00,2011-12-05 17:17:00
22946,WOODEN ADVENT CALENDAR CREAM,369,5323.05,89,64,7,16.32,2010-12-01 15:35:00,2011-12-08 14:39:00
22947,WOODEN ADVENT CALENDAR RED,536,5047.6,104,81,9,10.32,2010-12-01 13:20:00,2011-11-29 16:16:00
22948,METAL DECORATION NAUGHTY CHILDREN,1454,1284.86,98,69,7,0.92,2010-12-03 14:04:00,2011-12-08 10:40:00
22949,36 DOILIES DOLLY GIRL,935,1355.75,86,81,10,1.45,2010-12-05 15:47:00,2011-11-29 12:09:00
22950,36 DOILIES VINTAGE CHRISTMAS,5179,7043.95,166,156,8,1.44,2011-06-08 14:29:00,2011-11-07 11:33:00
22951,60 CAKE CASES DOLLY GIRL DESIGN,7211,3735.61,354,237,17,0.56,2010-12-01 11:57:00,2011-12-08 15:31:00
22952,60 CAKE CASES VINTAGE CHRISTMAS,14736,7418.4,467,343,14,0.54,2010-12-01 11:57:00,2011-12-09 10:51:00
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,460,578.63,82,61,6,1.28,2010-12-01 14:41:00,2011-12-08 12:07:00
22954,HEN PARTY CORDON BARRIER TAPE,160,200.0,28,20,2,1.25,2010-12-13 13:25:00,2011-11-24 14:40:00
22955,36 FOIL STAR CAKE CASES,997,1912.34,106,91,13,2.01,2010-12-01 12:43:00,2011-12-09 08:39:00
22956,36 FOIL HEART CAKE CASES,1998,3814.37,170,144,15,2.05,2010-12-01 12:23:00,2011-12-09 11:34:00
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,4872.3,196,179,14,2.93,2011-01-14 14:11:00,2011-09-29 13:38:00
22959,WRAP CHRISTMAS VILLAGE,4876,2003.92,140,133,7,0.42,2011-07-17 13:25:00,2011-12-08 11:53:00
22960,JAM MAKING SET WITH JARS,8140,32616.22,878,573,25,4.18,2010-12-01 08:34:00,2011-12-08 17:57:00
22961,JAM MAKING SET PRINTED,15039,21147.55,868,537,25,1.47,2010-12-01 09:41:00,2011-12-08 16:22:00
22962,JAM JAR WITH PINK LID,3675,2947.47,246,180,18,0.85,2010-12-01 10:19:00,2011-12-05 14:19:00
22963,JAM JAR WITH GREEN LID,3070,2451.16,210,165,14,0.85,2010-12-01 10:19:00,2011-12-05 12:05:00
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2510,5026.24,296,216,13,2.13,2010-12-01 11:29:00,2011-12-08 18:42:00
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1316,2722.22,206,171,12,2.13,2010-12-01 16:17:00,2011-12-07 12:43:00
22966,GINGERBREAD MAN COOKIE CUTTER,7196,8615.13,554,388,15,1.26,2010-12-01 13:24:00,2011-12-08 18:42:00
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,131,122,11,2.93,2011-01-14 14:11:00,2011-12-07 14:39:00
22968,ROSE COTTAGE KEEPSAKE BOX,728,6565.0,144,118,12,9.72,2010-12-01 10:19:00,2011-11-14 13:33:00
22969,HOMEMADE JAM SCENTED CANDLES,12080,17504.2,518,429,18,1.45,2010-12-01 09:59:00,2011-12-08 12:43:00
22970,LONDON BUS COFFEE MUG,4213,9582.15,276,180,7,2.49,2010-12-15 17:28:00,2011-12-08 15:03:00
22971,QUEENS GUARD COFFEE MUG,2365,5603.57,233,164,6,2.52,2010-12-16 10:52:00,2011-12-08 12:30:00
22972,CHILDREN'S SPACEBOY MUG,1712,2785.76,180,139,10,1.65,2010-12-01 11:45:00,2011-12-08 13:36:00
22973,CHILDREN'S CIRCUS PARADE MUG,1186,1914.58,110,81,7,1.67,2010-12-01 13:04:00,2011-12-07 15:16:00
22974,CHILDRENS DOLLY GIRL MUG,1514,2443.14,157,126,9,1.69,2010-12-01 13:17:00,2011-12-05 16:03:00
22975,SPACEBOY CHILDRENS EGG CUP,1118,1405.97,142,110,7,1.28,2010-12-01 11:45:00,2011-12-07 12:51:00
22976,CIRCUS PARADE CHILDRENS EGG CUP,1022,1282.34,112,77,5,1.26,2010-12-01 15:08:00,2011-12-09 12:16:00
22977,DOLLY GIRL CHILDRENS EGG CUP,904,1131.21,111,98,5,1.26,2010-12-02 14:09:00,2011-12-05 17:17:00
22978,PANTRY ROLLING PIN,2406,9180.53,197,153,10,3.75,2011-02-17 13:28:00,2011-12-04 11:45:00
22979,PANTRY WASHING UP BRUSH,3913,5785.71,304,225,15,1.5,2011-03-02 08:26:00,2011-12-08 14:38:00
22980,PANTRY SCRUBBING BRUSH,2286,3656.94,242,198,11,1.67,2011-02-16 13:02:00,2011-12-08 13:45:00
22981,PANTRY APPLE CORER,435,601.95,72,58,7,1.45,2011-03-03 15:02:00,2011-12-07 14:43:00
22982,PANTRY PASTRY BRUSH,1044,1307.05,146,120,11,1.32,2011-03-02 12:18:00,2011-12-08 13:18:00
22983,CARD BILLBOARD FONT,5026,2067.75,332,223,13,0.43,2010-12-01 12:35:00,2011-12-07 13:46:00
22984,CARD GINGHAM ROSE,2654,1063.66,140,91,12,0.42,2010-12-05 15:46:00,2011-12-06 15:43:00
22985,WRAP BILLBOARD FONTS DESIGN,3750,1487.0,96,77,6,0.42,2010-12-02 14:40:00,2011-12-09 11:34:00
22986,WRAP GINGHAM ROSE,4101,1710.42,154,124,13,0.42,2010-12-02 13:32:00,2011-12-08 12:29:00
22987,WRAP SUMMER ROSE DESIGN,100,42.0,4,4,1,0.42,2011-05-03 10:30:00,2011-09-02 09:43:00
22988,SOLDIERS EGG CUP,8757,10070.22,327,197,4,1.26,2010-12-01 11:49:00,2011-12-08 14:39:00
22989,SET 2 PANTRY DESIGN TEA TOWELS,2693,8310.17,311,241,17,3.23,2011-02-03 17:01:00,2011-12-08 20:01:00
22990,COTTON APRON PANTRY DESIGN,602,2670.54,140,117,9,4.76,2011-02-06 14:33:00,2011-12-08 19:57:00
22991,GIRAFFE WOODEN RULER,3708,6816.84,234,185,9,2.05,2011-02-17 12:01:00,2011-12-09 12:16:00
22992,REVOLVER WOODEN RULER,4914,8944.44,285,217,11,1.96,2011-02-17 12:01:00,2011-12-09 12:16:00
22993,SET OF 4 PANTRY JELLY MOULDS,11769,14151.42,866,431,19,1.26,2011-02-16 15:13:00,2011-12-09 12:19:00
22994,TRAVEL CARD WALLET RETROSPOT,2104,882.24,160,89,7,0.42,2011-02-16 16:56:00,2011-12-09 08:48:00
22995,TRAVEL CARD WALLET SUKI,2228,932.88,183,90,3,0.42,2011-02-17 12:51:00,2011-12-08 18:42:00
22996,TRAVEL CARD WALLET VINTAGE TICKET,4540,1875.12,292,155,4,0.42,2011-02-17 12:51:00,2011-12-08 18:42:00
22997,TRAVEL CARD WALLET UNION JACK,2477,1038.9,181,101,3,0.42,2011-02-17 13:47:00,2011-12-07 11:27:00
22998,TRAVEL CARD WALLET KEEP CALM,11645,4641.32,437,217,6,0.43,2011-02-16 16:56:00,2011-12-09 08:48:00
22999,TRAVEL CARD WALLET VINTAGE LEAF,2809,1178.34,185,108,7,0.42,2011-02-17 12:51:00,2011-12-08 18:42:00
23000,TRAVEL CARD WALLET TRANSPORT,3042,1274.76,205,125,9,0.42,2011-02-16 16:56:00,2011-12-09 08:48:00
23002,TRAVEL CARD WALLET SKULLS,2052,860.4,140,85,2,0.42,2011-02-16 16:56:00,2011-12-09 08:48:00
23003,TRAVEL CARD WALLET VINTAGE ROSE,541,225.78,52,38,3,0.42,2011-02-16 16:56:00,2011-06-12 12:34:00
23004,TRAVEL CARD WALLET PANTRY,1853,779.9,123,73,7,0.43,2011-02-16 16:56:00,2011-12-09 08:48:00
23005,TRAVEL CARD WALLET I LOVE LONDON,4346,1767.72,175,105,3,0.42,2011-02-17 13:47:00,2011-12-08 18:42:00
23006,TRAVEL CARD WALLET FLOWER MEADOW,1693,709.62,130,88,5,0.42,2011-02-16 16:56:00,2011-12-06 14:23:00
23007,SPACEBOY BABY GIFT SET,449,7048.55,142,110,13,16.51,2011-03-09 15:20:00,2011-12-08 19:57:00
23008,DOLLY GIRL BABY GIFT SET,419,6534.05,120,99,15,16.42,2011-03-09 15:20:00,2011-12-04 12:02:00
23009,I LOVE LONDON BABY GIFT SET,209,3262.55,61,48,8,16.43,2011-03-09 15:17:00,2011-12-07 15:07:00
23010,CIRCUS PARADE BABY GIFT SET,285,4444.75,89,73,11,16.48,2011-03-10 11:37:00,2011-12-04 12:02:00
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.64,198,151,10,3.88,2011-06-14 13:04:00,2011-12-08 13:27:00
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,135,8,3.89,2011-06-14 14:49:00,2011-12-08 13:45:00
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,160,122,9,3.91,2011-06-14 13:04:00,2011-12-08 14:39:00
23015,CORDIAL GLASS JUG,36,297.0,15,15,4,8.25,2011-06-22 15:41:00,2011-11-24 15:01:00
23016,GLASS TWIST BON BON JAR,69,512.85,19,19,1,7.72,2011-06-16 16:57:00,2011-12-06 12:38:00
23017,APOTHECARY MEASURING JAR,64,751.4,21,20,5,12.18,2011-06-26 13:56:00,2011-11-21 16:25:00
23018,LARGE APOTHECARY MEASURING JAR,50,587.2,20,19,3,12.3,2011-06-26 13:56:00,2011-11-16 15:26:00
23019,SMALL APOTHECARY MEASURING JAR,81,629.05,28,26,5,8.08,2011-06-21 14:00:00,2011-12-08 12:26:00
23020,GLASS  SONGBIRD STORAGE JAR,176,2092.0,72,67,12,12.33,2011-06-14 13:40:00,2011-12-06 12:21:00
23021,GLASS BONNE JAM JAR,117,475.95,25,24,6,4.13,2011-06-22 11:59:00,2011-12-06 11:39:00
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,795.68,21,19,2,2.03,2011-06-15 15:35:00,2011-12-05 14:40:00
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,260,411.44,23,23,2,1.7,2011-06-20 15:47:00,2011-12-05 13:14:00
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,254,662.06,10,8,3,2.73,2011-06-22 15:41:00,2011-11-14 13:55:00
23025,DRAWER KNOB VINTAGE GLASS BALL,317,669.61,46,40,4,2.12,2011-06-27 08:50:00,2011-12-02 10:32:00
23026,DRAWER KNOB VINTAGE GLASS STAR,503,1016.97,53,43,5,2.11,2011-06-16 17:08:00,2011-12-07 11:42:00
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,596.96,27,26,4,2.08,2011-06-22 14:38:00,2011-12-02 10:32:00
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1241,1990.29,114,88,13,1.66,2011-06-14 13:51:00,2011-11-02 13:46:00
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1284,2080.2,138,97,13,1.65,2011-06-14 13:51:00,2011-12-08 15:54:00
23031,DRAWER KNOB CRACKLE GLAZE PINK,1228,1987.8,138,93,9,1.65,2011-06-14 13:51:00,2011-12-07 14:39:00
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2250,3606.9,182,117,10,1.64,2011-06-14 13:51:00,2011-11-27 11:05:00
23033,DRAWER KNOB CERAMIC RED,679,943.75,59,42,6,1.44,2011-06-14 13:51:00,2011-12-09 11:34:00
23034,DRAWER KNOB CERAMIC BLACK,935,1314.95,78,57,7,1.44,2011-06-14 13:51:00,2011-12-09 11:34:00
23035,DRAWER KNOB CERAMIC IVORY,2071,2915.59,166,110,8,1.45,2011-06-14 13:15:00,2011-12-07 16:56:00
23036,T-LIGHT HOLDER SILVER PETIT FOUR,182,227.5,15,14,1,1.25,2011-06-22 11:59:00,2011-12-06 11:39:00
23037,CANDLE HOLDER SILVER MADELINE,193,315.29,18,17,2,1.73,2011-06-24 12:44:00,2011-12-09 12:16:00
23038,T-LIGHT HOLDER SILVER SAUCER,41,38.03,6,4,1,1.23,2011-07-11 14:46:00,2011-12-05 17:17:00
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,370.8,22,22,2,1.94,2011-06-19 10:35:00,2011-12-05 09:15:00
23040,PAPER LANTERN 9 POINT SNOW STAR,246,1318.5,36,33,6,5.73,2011-04-28 13:35:00,2011-12-09 11:34:00
23041,PAPER LANTERN 9 POINT SNOW STAR,260,1079.0,48,46,1,4.15,2011-04-28 13:35:00,2011-12-09 11:34:00
23042,PAPER LANTERN 7 POINT SNOW STAR,99,658.35,25,25,1,6.65,2011-04-28 13:35:00,2011-12-01 19:24:00
23043,PAPER LANTERN 9 POINT HOLLY STAR L,75,468.75,19,18,1,6.25,2011-05-05 18:16:00,2011-11-24 12:30:00
23044,PAPER LANTERN 9 POINT HOLLY STAR S,100,415.0,24,24,2,4.15,2011-05-08 11:41:00,2011-12-01 13:28:00
23045,PAPER LANTERN 5 POINT STAR MOON,116,481.4,23,22,3,4.15,2011-05-05 18:16:00,2011-11-29 15:23:00
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,2091.55,34,31,3,6.62,2011-05-08 11:41:00,2011-12-05 16:05:00
23047,PAPER LANTERN 5 POINT SEQUIN STAR,58,333.5,25,25,1,5.75,2011-05-08 11:41:00,2011-11-24 12:30:00
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,560,2248.14,85,81,7,4.19,2011-04-28 13:35:00,2011-12-05 16:05:00
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,103,11,8.25,2011-03-04 13:58:00,2011-12-01 14:38:00
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,176,116,11,8.24,2011-03-04 13:58:00,2011-12-05 14:49:00
23051,RECYCLED ACAPULCO MAT BLUE,335,2741.35,133,95,11,8.24,2011-03-04 13:58:00,2011-12-05 13:14:00
23052,RECYCLED ACAPULCO MAT TURQUOISE,571,4694.75,221,147,14,8.25,2011-03-04 13:58:00,2011-12-02 14:16:00
23053,RECYCLED ACAPULCO MAT PINK,318,2589.9,129,105,14,8.23,2011-03-04 13:58:00,2011-12-08 11:25:00
23054,RECYCLED ACAPULCO MAT LAVENDER,266,2189.7,109,81,11,8.24,2011-03-04 13:58:00,2011-12-05 13:14:00
23055,IVORY CHANDELIER T-LIGHT HOLDER,560,1286.72,36,33,4,5.56,2011-04-19 14:56:00,2011-11-15 17:12:00
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,866,2789.66,37,33,4,6.16,2011-04-19 14:56:00,2011-11-23 13:39:00
23057,BEADED CHANDELIER T-LIGHT HOLDER,674,1646.14,41,38,4,4.58,2011-04-18 11:10:00,2011-11-16 12:25:00
23058,CHRISTMAS HANGING SNOWFLAKE,486,421.02,44,39,4,1.11,2011-09-14 09:27:00,2011-12-07 11:42:00
23060,HEART BEADED TRELLIS DECORATION,244,507.52,39,34,2,2.08,2011-04-18 10:41:00,2011-12-07 13:12:00
23061,VINTAGE EMBOSSED HEART,946,1177.46,88,76,4,1.25,2011-04-19 13:57:00,2011-12-06 14:30:00
23064,CINDERELLA CHANDELIER,220,3617.6,22,20,4,43.01,2011-04-28 13:35:00,2011-11-03 14:32:00
23065,LARGE DECO JEWELLERY STAND,256,3102.8,92,81,6,12.47,2011-04-15 16:11:00,2011-10-20 12:23:00
23066,SMALL DECO JEWELLERY STAND,245,1963.65,76,69,5,8.23,2011-04-18 14:01:00,2011-10-07 13:17:00
23067,HANGING ENGRAVED METAL HEART,274,1137.1,71,63,3,4.15,2011-04-26 16:45:00,2011-12-07 13:12:00
23068,ALUMINIUM STAMPED HEART,801,1927.25,130,106,6,2.48,2011-04-18 14:01:00,2011-12-06 11:58:00
23069,EDWARDIAN PHOTO FRAME,87,543.75,31,27,3,6.25,2011-04-26 15:04:00,2011-12-04 13:00:00
23070,EDWARDIAN HEART PHOTO FRAME,147,610.05,33,29,2,4.15,2011-05-04 14:11:00,2011-12-04 13:00:00
23071,MARIE ANTOINETTE TRINKET BOX GOLD,313,1180.1,17,16,5,10.31,2011-04-20 11:11:00,2011-10-26 13:36:00
23072,MARIE ANTOINETTE TRINKET BOX SILVER,326,1099.0,22,21,4,10.77,2011-05-08 11:37:00,2011-10-26 13:36:00
23073,GEORGIAN TRINKET BOX,141,1681.5,59,49,4,12.41,2011-04-19 08:17:00,2011-12-01 19:42:00
23074,EMBOSSED HEART TRINKET BOX,221,444.02,35,32,3,2.06,2011-09-11 13:51:00,2011-12-08 13:50:00
23075,PARLOUR CERAMIC WALL HOOK,465,1910.55,77,61,6,4.14,2011-04-18 14:21:00,2011-12-08 12:07:00
23076,ICE CREAM SUNDAE LIP GLOSS,7896,9638.16,248,202,14,1.24,2011-03-24 09:44:00,2011-12-08 12:44:00
23077,DOUGHNUT LIP GLOSS,9642,11615.7,308,217,14,1.24,2011-03-24 08:44:00,2011-12-09 11:59:00
23078,ICE CREAM PEN LIP GLOSS,6607,8077.31,213,159,12,1.25,2011-03-24 10:40:00,2011-12-07 12:11:00
23079,TOADSTOOL BEDSIDE LIGHT,248,2198.6,104,83,8,8.94,2011-05-11 13:20:00,2011-12-07 14:43:00
23080,RED METAL BOX TOP SECRET,998,7920.78,221,148,13,8.36,2011-05-11 10:18:00,2011-12-08 19:57:00
23081,GREEN METAL BOX ARMY SUPPLIES,453,3606.39,115,80,9,8.34,2011-05-10 13:33:00,2011-12-08 13:18:00
23082,SET 6 PAPER TABLE LANTERN HEARTS,2260,8110.68,263,205,9,3.72,2011-05-11 11:57:00,2011-12-09 08:59:00
23083,SET 6 PAPER TABLE LANTERN STARS,1859,6735.88,209,161,7,3.76,2011-05-16 09:57:00,2011-12-08 17:37:00
23084,RABBIT NIGHT LIGHT,27153,51251.24,801,450,19,2.01,2011-05-10 14:20:00,2011-12-09 12:31:00
23085,ANTIQUE SILVER BAUBLE LAMP,369,3437.7,72,64,4,10.07,2011-05-16 12:25:00,2011-12-08 19:28:00
23086,ZINC  STAR T-LIGHT HOLDER,1191,1367.79,36,31,5,1.23,2011-05-16 15:47:00,2011-12-05 10:18:00
23087,ZINC  HEART T-LIGHT HOLDER,830,997.18,49,43,3,1.24,2011-05-13 12:13:00,2011-11-25 14:00:00
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,947.18,57,52,3,1.31,2011-05-13 12:13:00,2011-12-07 12:49:00
23089,GLASS BON BON JAR,2135,3495.27,134,101,6,1.78,2011-05-12 15:17:00,2011-12-07 15:00:00
23090,VINTAGE GLASS T-LIGHT HOLDER,2129,1722.79,122,96,4,0.86,2011-05-16 08:13:00,2011-12-07 13:53:00
23091,ZINC HERB GARDEN CONTAINER,559,3419.5,192,160,4,6.29,2011-05-11 09:28:00,2011-11-10 18:04:00
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,125,96,5,7.8,2011-05-16 10:43:00,2011-12-08 13:45:00
23093,SMALL PARISIENNE HEART PHOTO FRAME,915,2122.67,123,105,3,2.47,2011-05-11 12:32:00,2011-12-02 11:16:00
23094,LE GRAND TRAY CHIC SET,147,1837.5,74,65,8,12.5,2011-05-11 09:55:00,2011-11-21 12:06:00
23096,PETIT TRAY CHIC,993,1606.73,117,89,4,1.73,2011-05-10 16:00:00,2011-12-05 17:17:00
23099,FRENCH CARRIAGE LANTERN,132,858.9,54,46,2,6.58,2011-05-16 14:30:00,2011-12-07 14:12:00
23100,SILVER BELLS TABLE DECORATION,2090,2562.1,213,180,9,1.25,2011-05-11 11:57:00,2011-12-08 13:50:00
23101,SILVER STARS TABLE DECORATION,1942,1569.62,190,175,9,0.83,2011-05-12 12:01:00,2011-12-08 11:43:00
23102,SILVER HEARTS TABLE DECORATION,1231,995.33,139,128,6,0.83,2011-05-11 11:57:00,2011-12-04 13:00:00
23103,JINGLE BELL HEART DECORATION,3931,6442.95,316,231,5,1.65,2011-05-11 12:44:00,2011-12-09 10:51:00
23104,IVORY CAFE HANGING LAMP,116,1355.5,44,38,4,12.31,2011-05-11 14:29:00,2011-12-07 13:38:00
23106,ZINC HEARTS PLANT POT HOLDER,283,769.27,50,49,1,2.77,2011-05-13 10:44:00,2011-12-08 12:26:00
23107,WHITE HEARTS WIRE PLANT POT HOLDER,340,919.8,61,60,4,2.74,2011-05-12 15:21:00,2011-12-08 14:38:00
23108,SET OF 10 LED DOLLY LIGHTS,2192,12972.73,351,271,19,6.15,2011-05-11 10:18:00,2011-12-08 14:39:00
23109,PACK OF SIX LED TEA LIGHTS,2310,6484.9,228,178,8,2.9,2011-05-11 12:43:00,2011-12-08 13:47:00
23110,PARISIENNE KEY CABINET,662,3673.7,219,157,12,5.71,2011-05-11 10:32:00,2011-12-09 12:00:00
23111,PARISIENNE SEWING BOX,296,3464.8,124,80,9,12.28,2011-05-11 13:20:00,2011-12-09 12:09:00
23112,PARISIENNE CURIO CABINET,471,3437.3,183,134,12,7.45,2011-05-11 12:47:00,2011-12-07 15:19:00
23113,PANTRY CHOPPING BOARD,1138,5695.86,43,39,10,4.92,2011-09-16 10:02:00,2011-12-07 15:43:00
23114,VINTAGE LEAF CHOPPING BOARD,144,684.0,41,40,10,4.93,2011-09-30 13:54:00,2011-12-07 08:45:00
23115,RED APPLES CHOPPING BOARD,144,684.0,38,38,5,4.93,2011-09-30 13:54:00,2011-12-07 14:12:00
23116,VEGETABLE GARDEN CHOPPING BOARD,70,317.7,17,17,3,4.9,2011-09-30 15:04:00,2011-12-05 14:39:00
23117,POPPY FIELDS CHOPPING BOARD,85,420.75,39,39,5,4.95,2011-09-30 13:54:00,2011-12-06 14:23:00
23118,PARISIENNE JEWELLERY DRAWER,765,5399.02,225,154,9,7.46,2011-05-10 15:05:00,2011-12-09 09:45:00
23119,PACK OF 6 LARGE FRUIT STRAWS,2155,1275.71,116,97,9,0.65,2011-06-17 08:57:00,2011-12-05 17:17:00
23120,PACK OF 6 SMALL FRUIT STRAWS,1617,644.58,79,69,5,0.42,2011-06-17 12:22:00,2011-12-06 12:21:00
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,958.32,87,81,6,0.42,2011-06-17 12:22:00,2011-12-06 12:21:00
23122,PARTY CHARMS 50 PIECES,2091,1552.65,94,89,8,0.82,2011-06-17 11:38:00,2011-12-09 11:34:00
23123,COCKTAIL SWORDS 50 PIECES,899,705.25,68,64,5,0.82,2011-06-17 11:38:00,2011-12-08 13:50:00
