InvoiceNo,CustomerID,Country,OrderDate,OrderMonth,order_line_count,order_unique_products,order_total_quantity,order_total_revenue,order_avg_unit_price
561207,13110,United Kingdom,2011-07-25 16:20:00,2011-07,2,2,2,7.04,3.52
561208,15372,United Kingdom,2011-07-25 16:39:00,2011-07,27,27,2924,2007.4,0.82
561216,14606,United Kingdom,2011-07-25 17:04:00,2011-07,1,1,8,120.0,15.0
561219,18180,United Kingdom,2011-07-26 08:51:00,2011-07,23,23,380,301.2,0.88
561220,17734,United Kingdom,2011-07-26 09:20:00,2011-07,24,24,277,427.23,2.53
561221,15281,United Kingdom,2011-07-26 09:23:00,2011-07,13,13,110,214.82,4.45
561222,13588,United Kingdom,2011-07-26 09:27:00,2011-07,38,38,646,491.0,1.06
561223,15358,United Kingdom,2011-07-26 09:51:00,2011-07,14,14,141,152.66,2.29
561224,13629,United Kingdom,2011-07-26 09:55:00,2011-07,5,5,500,895.0,1.79
561226,15618,United Kingdom,2011-07-26 10:13:00,2011-07,12,12,100,222.83,3.41
561228,12431,Australia,2011-07-26 10:16:00,2011-07,1,1,72,118.8,1.65
561231,15855,United Kingdom,2011-07-26 10:20:00,2011-07,21,21,151,237.55,2.04
561236,15159,United Kingdom,2011-07-26 10:27:00,2011-07,43,43,810,908.46,2.18
561241,13930,United Kingdom,2011-07-26 11:00:00,2011-07,10,10,210,210.0,1.1
561242,16258,United Kingdom,2011-07-26 11:05:00,2011-07,27,27,1323,1152.8,2.61
561244,13865,United Kingdom,2011-07-26 11:24:00,2011-07,6,6,54,100.82,2.26
561246,16951,United Kingdom,2011-07-26 11:38:00,2011-07,15,15,240,208.96,1.19
561247,16592,United Kingdom,2011-07-26 11:38:00,2011-07,43,43,581,668.39,1.36
561248,16592,United Kingdom,2011-07-26 11:39:00,2011-07,2,2,48,24.96,0.52
561257,14911,EIRE,2011-07-26 12:00:00,2011-07,7,7,252,396.77,8.95
561258,15513,United Kingdom,2011-07-26 12:03:00,2011-07,38,38,861,1611.11,3.58
561259,12584,Italy,2011-07-26 12:04:00,2011-07,6,6,22,147.1,8.13
561280,18211,United Kingdom,2011-07-26 12:24:00,2011-07,7,7,96,130.8,1.64
561284,16818,United Kingdom,2011-07-26 12:24:00,2011-07,5,5,67,87.96,1.92
561288,13379,United Kingdom,2011-07-26 12:26:00,2011-07,13,13,166,136.29,1.19
561295,15311,United Kingdom,2011-07-26 12:28:00,2011-07,28,28,1057,1648.73,2.51
561314,16266,United Kingdom,2011-07-26 12:36:00,2011-07,8,8,114,161.9,2.98
561320,16942,United Kingdom,2011-07-26 12:57:00,2011-07,28,27,103,191.89,2.34
561321,13668,United Kingdom,2011-07-26 12:59:00,2011-07,16,16,50,162.06,4.49
561322,15203,United Kingdom,2011-07-26 13:03:00,2011-07,26,26,426,301.98,1.05
561324,14414,United Kingdom,2011-07-26 13:45:00,2011-07,21,21,468,295.64,0.81
561325,17596,United Kingdom,2011-07-26 13:46:00,2011-07,42,42,770,449.87,1.58
561329,15044,United Kingdom,2011-07-26 13:57:00,2011-07,16,16,48,154.21,4.7
561330,16019,United Kingdom,2011-07-26 14:03:00,2011-07,28,28,309,462.75,2.94
561331,16809,United Kingdom,2011-07-26 14:24:00,2011-07,26,26,95,127.61,1.63
561332,13492,Switzerland,2011-07-26 14:25:00,2011-07,22,22,142,593.74,5.75
561334,15440,United Kingdom,2011-07-26 14:27:00,2011-07,12,12,47,111.86,2.52
561352,18094,United Kingdom,2011-07-26 14:41:00,2011-07,13,13,206,416.9,2.37
561353,18094,United Kingdom,2011-07-26 14:42:00,2011-07,5,5,84,208.2,2.11
561355,13090,United Kingdom,2011-07-26 14:51:00,2011-07,15,15,216,968.4,5.75
561356,14273,United Kingdom,2011-07-26 14:56:00,2011-07,11,11,87,231.35,3.37
561359,17160,United Kingdom,2011-07-26 15:29:00,2011-07,32,32,554,566.84,1.62
561360,16133,United Kingdom,2011-07-26 15:37:00,2011-07,9,9,260,375.0,2.22
561363,17238,United Kingdom,2011-07-26 15:42:00,2011-07,42,41,124,218.44,2.02
561366,15152,United Kingdom,2011-07-26 15:45:00,2011-07,21,21,166,310.72,3.13
561368,14866,United Kingdom,2011-07-26 16:00:00,2011-07,1,1,1,36.5,36.5
561378,17861,United Kingdom,2011-07-26 16:55:00,2011-07,8,8,106,134.38,1.68
561381,17920,United Kingdom,2011-07-26 17:14:00,2011-07,6,6,22,110.78,5.15
561382,16750,United Kingdom,2011-07-26 17:27:00,2011-07,32,32,75,199.04,3.2
561383,13730,United Kingdom,2011-07-27 08:35:00,2011-07,21,21,249,445.85,3.3
561384,13194,United Kingdom,2011-07-27 09:01:00,2011-07,3,3,26,60.7,2.65
561385,15660,United Kingdom,2011-07-27 09:13:00,2011-07,10,10,136,135.36,1.13
561386,15660,United Kingdom,2011-07-27 09:14:00,2011-07,1,1,12,9.96,0.83
561387,13824,United Kingdom,2011-07-27 09:22:00,2011-07,10,10,142,196.86,1.43
561388,12753,Japan,2011-07-27 09:32:00,2011-07,37,37,2208,3680.4,1.91
561389,12971,United Kingdom,2011-07-27 09:37:00,2011-07,7,7,128,411.08,3.22
561390,17068,United Kingdom,2011-07-27 09:52:00,2011-07,13,13,125,239.0,1.92
561391,16628,United Kingdom,2011-07-27 09:59:00,2011-07,26,26,234,410.63,2.28
561393,18241,United Kingdom,2011-07-27 10:10:00,2011-07,10,10,108,165.0,2.66
561394,17315,United Kingdom,2011-07-27 10:10:00,2011-07,7,7,48,144.8,3.39
561395,13999,United Kingdom,2011-07-27 10:29:00,2011-07,14,14,166,358.7,2.43
561396,13458,United Kingdom,2011-07-27 10:40:00,2011-07,39,39,512,794.58,2.87
561397,16532,United Kingdom,2011-07-27 10:41:00,2011-07,2,2,1056,2606.4,2.65
561398,16767,United Kingdom,2011-07-27 10:52:00,2011-07,29,29,502,618.5,1.44
561399,15125,United Kingdom,2011-07-27 10:53:00,2011-07,15,15,543,1049.38,1.93
561430,15172,United Kingdom,2011-07-27 11:29:00,2011-07,23,23,358,360.54,1.41
561453,13183,United Kingdom,2011-07-27 11:47:00,2011-07,8,8,192,353.76,1.8
561455,15095,United Kingdom,2011-07-27 11:58:00,2011-07,8,8,212,267.32,1.82
561462,14088,United Kingdom,2011-07-27 12:19:00,2011-07,3,3,70,313.5,5.18
561463,14527,United Kingdom,2011-07-27 12:38:00,2011-07,21,21,46,260.56,6.18
561465,16447,United Kingdom,2011-07-27 12:45:00,2011-07,34,34,221,255.91,3.04
561466,17243,United Kingdom,2011-07-27 12:50:00,2011-07,11,11,60,160.2,4.18
561467,14040,United Kingdom,2011-07-27 12:58:00,2011-07,7,7,93,151.95,2.88
561468,12709,Germany,2011-07-27 13:00:00,2011-07,9,9,227,440.7,3.56
561470,12523,France,2011-07-27 13:14:00,2011-07,13,13,148,204.75,3.9
561471,14911,EIRE,2011-07-27 13:14:00,2011-07,20,20,602,660.26,1.74
561472,14911,EIRE,2011-07-27 13:15:00,2011-07,4,4,55,104.25,3.2
561473,15078,United Kingdom,2011-07-27 13:17:00,2011-07,25,25,264,544.2,2.16
561474,14680,United Kingdom,2011-07-27 13:18:00,2011-07,22,22,1501,2688.27,1.87
561485,17841,United Kingdom,2011-07-27 13:42:00,2011-07,57,57,136,249.88,2.4
561488,16609,United Kingdom,2011-07-27 13:51:00,2011-07,23,23,182,375.13,3.18
561502,14305,United Kingdom,2011-07-27 14:14:00,2011-07,62,62,581,1044.2,2.54
561507,12397,Belgium,2011-07-27 14:21:00,2011-07,70,70,704,1214.81,3.54
561508,16696,United Kingdom,2011-07-27 14:23:00,2011-07,1,1,20,99.0,4.95
561511,15624,United Kingdom,2011-07-27 15:02:00,2011-07,13,13,215,208.63,2.53
561512,14534,United Kingdom,2011-07-27 15:09:00,2011-07,42,40,142,221.29,2.91
561514,14331,United Kingdom,2011-07-27 15:14:00,2011-07,24,24,236,383.66,2.7
561517,18226,United Kingdom,2011-07-27 15:17:00,2011-07,21,21,356,533.08,1.74
561518,15261,United Kingdom,2011-07-27 15:20:00,2011-07,19,19,270,254.82,1.2
561519,17870,United Kingdom,2011-07-27 17:01:00,2011-07,37,37,89,83.99,1.63
561520,17870,United Kingdom,2011-07-27 17:03:00,2011-07,10,10,29,28.77,1.74
561521,17870,United Kingdom,2011-07-27 17:06:00,2011-07,3,3,17,40.05,3.65
561522,17870,United Kingdom,2011-07-27 17:08:00,2011-07,3,3,3,15.45,5.15
561528,13098,United Kingdom,2011-07-28 08:55:00,2011-07,17,17,259,498.04,4.03
561529,13013,United Kingdom,2011-07-28 09:19:00,2011-07,13,13,122,257.7,2.59
561530,16174,United Kingdom,2011-07-28 09:21:00,2011-07,2,2,216,383.2,5.99
561531,14364,United Kingdom,2011-07-28 09:27:00,2011-07,11,11,319,558.25,2.2
561532,15061,United Kingdom,2011-07-28 09:30:00,2011-07,4,4,480,650.64,1.64
561533,16672,United Kingdom,2011-07-28 09:32:00,2011-07,5,5,186,585.0,4.02
561534,14307,United Kingdom,2011-07-28 09:45:00,2011-07,37,37,532,612.91,2.6
561535,15116,United Kingdom,2011-07-28 09:48:00,2011-07,8,8,108,311.32,3.47
561537,13870,United Kingdom,2011-07-28 09:58:00,2011-07,17,17,175,469.31,4.72
561542,15105,United Kingdom,2011-07-28 10:09:00,2011-07,19,19,274,532.98,2.24
561544,16170,United Kingdom,2011-07-28 10:14:00,2011-07,21,21,542,305.0,1.09
561570,14289,United Kingdom,2011-07-28 10:24:00,2011-07,4,4,26,109.26,5.87
561583,13813,Germany,2011-07-28 10:33:00,2011-07,17,17,177,385.14,4.31
561584,13534,United Kingdom,2011-07-28 10:38:00,2011-07,18,18,161,307.35,3.0
561585,13728,United Kingdom,2011-07-28 10:46:00,2011-07,9,9,99,141.15,3.99
561592,14560,United Kingdom,2011-07-28 11:18:00,2011-07,2,2,8,73.8,9.22
561593,16003,United Kingdom,2011-07-28 11:20:00,2011-07,4,4,14,39.2,3.76
561595,12853,United Kingdom,2011-07-28 11:22:00,2011-07,29,29,436,897.8,3.43
561597,12853,United Kingdom,2011-07-28 11:26:00,2011-07,6,6,32,126.6,5.35
561599,12853,United Kingdom,2011-07-28 11:29:00,2011-07,1,1,6,47.7,7.95
561600,15861,United Kingdom,2011-07-28 11:29:00,2011-07,89,89,315,407.52,1.63
561601,18151,United Kingdom,2011-07-28 11:35:00,2011-07,21,21,244,340.8,1.99
561602,16951,United Kingdom,2011-07-28 12:05:00,2011-07,1,1,12,15.0,1.25
561603,14855,United Kingdom,2011-07-28 12:06:00,2011-07,12,12,129,306.35,4.13
561605,13925,United Kingdom,2011-07-28 12:09:00,2011-07,25,25,212,380.12,4.64
561607,17389,United Kingdom,2011-07-28 12:15:00,2011-07,7,7,66,513.3,7.97
561610,16076,United Kingdom,2011-07-28 12:28:00,2011-07,21,21,309,325.47,1.95
561611,17975,United Kingdom,2011-07-28 12:29:00,2011-07,21,21,89,249.38,2.49
561614,13871,United Kingdom,2011-07-28 12:50:00,2011-07,33,33,286,633.07,4.46
561615,13319,United Kingdom,2011-07-28 12:57:00,2011-07,21,21,170,358.64,3.25
561616,15023,United Kingdom,2011-07-28 13:02:00,2011-07,29,29,136,357.7,2.94
561617,18237,United Kingdom,2011-07-28 13:05:00,2011-07,19,19,166,323.38,3.78
561618,18172,United Kingdom,2011-07-28 13:28:00,2011-07,11,11,164,263.32,2.85
561624,16969,United Kingdom,2011-07-28 13:54:00,2011-07,5,5,352,81.6,0.55
561625,16843,United Kingdom,2011-07-28 14:03:00,2011-07,53,53,1704,1024.44,1.05
561626,14898,United Kingdom,2011-07-28 14:03:00,2011-07,44,41,431,380.25,2.5
561627,12453,Austria,2011-07-28 14:08:00,2011-07,43,43,473,707.09,2.39
561629,12748,United Kingdom,2011-07-28 14:13:00,2011-07,1,1,12,1.68,0.14
561630,14527,United Kingdom,2011-07-28 14:16:00,2011-07,2,2,5,23.5,6.12
561631,14911,EIRE,2011-07-28 14:27:00,2011-07,29,29,363,624.22,4.72
561632,15639,United Kingdom,2011-07-28 14:30:00,2011-07,25,25,323,425.32,4.31
561633,17949,United Kingdom,2011-07-28 14:33:00,2011-07,8,8,2565,10303.95,4.4
561634,16912,United Kingdom,2011-07-28 14:34:00,2011-07,4,4,44,65.4,2.68
561635,16912,United Kingdom,2011-07-28 14:35:00,2011-07,10,10,68,327.32,5.62
561636,12910,United Kingdom,2011-07-28 14:36:00,2011-07,6,6,176,344.4,2.4
561637,17949,United Kingdom,2011-07-28 14:45:00,2011-07,1,1,168,428.4,2.55
561638,15118,United Kingdom,2011-07-28 14:54:00,2011-07,1,1,1440,244.8,0.17
561641,15939,United Kingdom,2011-07-28 15:03:00,2011-07,4,4,170,212.18,1.14
561642,17965,United Kingdom,2011-07-28 15:04:00,2011-07,46,46,326,339.24,2.84
561643,15939,United Kingdom,2011-07-28 15:04:00,2011-07,4,4,96,178.8,1.45
561644,16029,United Kingdom,2011-07-28 15:15:00,2011-07,4,4,264,648.72,2.81
561645,14911,EIRE,2011-07-28 15:16:00,2011-07,31,31,2270,4345.1,3.26
561646,16029,United Kingdom,2011-07-28 15:19:00,2011-07,4,4,248,477.6,2.22
561647,13340,United Kingdom,2011-07-28 15:20:00,2011-07,29,29,1764,3301.38,2.29
561648,15746,United Kingdom,2011-07-28 15:21:00,2011-07,28,28,178,196.88,1.48
561650,15329,United Kingdom,2011-07-28 15:31:00,2011-07,26,26,274,444.9,2.41
561653,14002,United Kingdom,2011-07-28 15:55:00,2011-07,33,33,818,304.94,0.48
561654,14973,United Kingdom,2011-07-28 15:58:00,2011-07,20,20,255,356.89,2.55
561655,18102,United Kingdom,2011-07-28 16:00:00,2011-07,7,7,1828,6591.6,3.77
561656,17071,United Kingdom,2011-07-28 16:03:00,2011-07,17,17,116,330.6,4.45
561657,17071,United Kingdom,2011-07-28 16:04:00,2011-07,1,1,4,27.8,6.95
561658,12743,Unspecified,2011-07-28 16:06:00,2011-07,82,82,204,344.8,3.42
561659,17450,United Kingdom,2011-07-28 16:11:00,2011-07,6,6,1180,3453.72,2.5
561661,12743,Unspecified,2011-07-28 16:21:00,2011-07,49,47,111,195.33,2.48
561662,12407,Belgium,2011-07-28 16:28:00,2011-07,4,4,296,192.34,5.68
561664,15189,United Kingdom,2011-07-28 16:53:00,2011-07,6,6,264,569.04,2.76
561669,12507,Spain,2011-07-28 17:09:00,2011-07,7,7,664,811.9,6.49
561670,17373,United Kingdom,2011-07-28 17:15:00,2011-07,11,11,111,142.05,1.61
561671,12830,United Kingdom,2011-07-28 17:17:00,2011-07,10,10,2064,1746.72,1.12
561672,12830,United Kingdom,2011-07-28 17:18:00,2011-07,1,1,576,587.52,1.02
561675,17483,United Kingdom,2011-07-28 17:33:00,2011-07,6,6,48,119.64,2.97
561676,13468,United Kingdom,2011-07-28 17:53:00,2011-07,5,5,52,106.8,5.54
561677,15311,United Kingdom,2011-07-28 18:23:00,2011-07,7,7,60,112.56,1.54
561678,17931,United Kingdom,2011-07-28 18:33:00,2011-07,15,15,85,111.16,2.4
561679,15245,United Kingdom,2011-07-28 18:56:00,2011-07,24,24,550,778.12,1.75
561680,18268,United Kingdom,2011-07-28 19:13:00,2011-07,1,1,2,25.5,12.75
561683,15518,United Kingdom,2011-07-28 19:34:00,2011-07,1,1,1,1.95,1.95
561685,14315,United Kingdom,2011-07-28 19:46:00,2011-07,19,19,210,367.4,2.02
561686,13148,United Kingdom,2011-07-29 08:29:00,2011-07,29,29,257,505.25,3.96
561687,13148,United Kingdom,2011-07-29 08:30:00,2011-07,1,1,3,14.85,4.95
561688,14407,United Kingdom,2011-07-29 08:48:00,2011-07,9,9,196,310.07,4.33
561689,15942,United Kingdom,2011-07-29 09:01:00,2011-07,14,14,232,337.44,2.66
561690,13875,United Kingdom,2011-07-29 09:11:00,2011-07,23,23,251,356.92,1.54
561692,14143,United Kingdom,2011-07-29 09:48:00,2011-07,7,7,30,115.8,5.49
561693,15120,United Kingdom,2011-07-29 09:48:00,2011-07,21,21,296,358.82,4.92
561694,16147,United Kingdom,2011-07-29 09:57:00,2011-07,22,22,246,375.0,3.91
561695,14005,United Kingdom,2011-07-29 10:00:00,2011-07,16,16,354,365.1,1.76
561696,13277,United Kingdom,2011-07-29 10:06:00,2011-07,2,2,46,75.9,1.65
561697,18127,United Kingdom,2011-07-29 10:06:00,2011-07,8,8,28,139.6,6.92
561698,15974,United Kingdom,2011-07-29 10:21:00,2011-07,19,19,226,492.28,2.81
561699,12971,United Kingdom,2011-07-29 10:32:00,2011-07,3,3,60,152.4,3.53
561700,14738,United Kingdom,2011-07-29 10:34:00,2011-07,8,8,132,231.96,1.86
561701,13102,United Kingdom,2011-07-29 10:41:00,2011-07,11,11,204,234.12,1.44
561702,15149,United Kingdom,2011-07-29 10:58:00,2011-07,23,23,128,520.8,5.95
561704,14606,United Kingdom,2011-07-29 11:07:00,2011-07,27,27,42,109.72,3.15
561705,14735,United Kingdom,2011-07-29 11:23:00,2011-07,7,7,162,295.02,1.85
561706,14735,United Kingdom,2011-07-29 11:25:00,2011-07,10,10,70,177.6,2.96
561707,14735,United Kingdom,2011-07-29 11:27:00,2011-07,1,1,12,15.0,1.25
561708,13575,United Kingdom,2011-07-29 11:28:00,2011-07,8,8,80,130.2,2.29
561709,17790,United Kingdom,2011-07-29 11:35:00,2011-07,19,19,99,148.21,1.73
561710,13827,United Kingdom,2011-07-29 11:45:00,2011-07,33,33,63,188.02,4.44
561711,13414,United Kingdom,2011-07-29 11:45:00,2011-07,20,20,368,532.8,1.54
561712,14499,United Kingdom,2011-07-29 11:49:00,2011-07,44,44,118,244.94,2.43
561713,12901,United Kingdom,2011-07-29 11:56:00,2011-07,8,8,473,689.27,1.64
561714,18081,United Kingdom,2011-07-29 11:56:00,2011-07,7,7,31,113.25,4.78
561715,13102,United Kingdom,2011-07-29 12:03:00,2011-07,18,18,278,308.02,1.39
561719,17519,United Kingdom,2011-07-29 12:09:00,2011-07,12,12,330,331.9,1.9
561732,14511,United Kingdom,2011-07-29 12:13:00,2011-07,6,6,72,138.16,2.84
561743,13089,United Kingdom,2011-07-29 12:16:00,2011-07,5,5,116,221.8,2.15
561750,16945,United Kingdom,2011-07-29 12:18:00,2011-07,18,18,158,308.71,2.57
561773,17841,United Kingdom,2011-07-29 12:41:00,2011-07,52,52,88,182.55,2.59
561774,16729,United Kingdom,2011-07-29 12:41:00,2011-07,28,28,204,325.63,2.51
561783,16062,United Kingdom,2011-07-29 12:50:00,2011-07,22,22,317,199.96,1.25
561794,12921,United Kingdom,2011-07-29 13:11:00,2011-07,27,27,340,462.91,1.78
561795,12716,France,2011-07-29 13:28:00,2011-07,45,45,503,677.9,2.32
561796,13138,United Kingdom,2011-07-29 13:34:00,2011-07,7,7,46,102.6,2.8
561797,13178,United Kingdom,2011-07-29 13:37:00,2011-07,25,25,430,795.8,2.08
561798,14911,EIRE,2011-07-29 13:39:00,2011-07,24,24,282,677.94,3.44
561799,15776,United Kingdom,2011-07-29 13:46:00,2011-07,18,18,138,241.62,4.18
561800,13975,United Kingdom,2011-07-29 14:13:00,2011-07,8,8,74,151.76,2.73
561801,12981,United Kingdom,2011-07-29 14:14:00,2011-07,11,11,134,187.18,1.54
561802,12748,United Kingdom,2011-07-29 14:29:00,2011-07,6,6,152,161.68,1.01
561803,17926,United Kingdom,2011-07-29 14:39:00,2011-07,10,10,172,185.56,2.45
561804,14191,United Kingdom,2011-07-29 14:40:00,2011-07,23,23,308,417.94,2.3
561806,12839,United Kingdom,2011-07-29 14:55:00,2011-07,18,18,219,322.4,2.06
561807,17491,United Kingdom,2011-07-29 15:02:00,2011-07,17,17,113,335.45,4.44
561808,13534,United Kingdom,2011-07-29 15:11:00,2011-07,19,19,204,362.0,1.84
561809,16684,United Kingdom,2011-07-29 15:12:00,2011-07,1,1,600,432.0,0.72
561811,13106,United Kingdom,2011-07-29 15:12:00,2011-07,1,1,18,76.5,4.25
561813,13104,United Kingdom,2011-07-29 15:25:00,2011-07,1,1,48,162.72,3.39
561814,14854,United Kingdom,2011-07-29 15:40:00,2011-07,13,13,143,368.45,6.17
561815,14083,United Kingdom,2011-07-29 15:42:00,2011-07,3,3,8,41.6,5.62
561816,16184,United Kingdom,2011-07-29 15:46:00,2011-07,3,3,71,116.93,2.96
561817,12921,United Kingdom,2011-07-29 15:51:00,2011-07,10,10,170,361.46,2.33
561818,16775,United Kingdom,2011-07-29 15:51:00,2011-07,20,20,39,147.07,4.63
561819,13928,United Kingdom,2011-07-29 15:59:00,2011-07,5,5,20,104.2,7.47
561857,13004,United Kingdom,2011-07-29 16:24:00,2011-07,21,21,246,308.44,1.47
561858,18064,United Kingdom,2011-07-29 16:39:00,2011-07,5,5,224,406.0,2.13
561859,17750,United Kingdom,2011-07-29 17:19:00,2011-07,19,19,525,188.49,0.4
561860,17997,United Kingdom,2011-07-29 17:28:00,2011-07,15,15,168,123.08,0.87
561861,16839,United Kingdom,2011-07-31 10:28:00,2011-07,4,4,190,458.94,4.23
561862,15569,United Kingdom,2011-07-31 10:38:00,2011-07,20,20,196,352.81,2.12
561863,17695,United Kingdom,2011-07-31 10:40:00,2011-07,17,17,421,411.74,1.29
561864,13217,United Kingdom,2011-07-31 10:43:00,2011-07,2,2,144,396.96,2.89
561865,15569,United Kingdom,2011-07-31 10:47:00,2011-07,2,2,96,244.8,2.55
561866,14341,United Kingdom,2011-07-31 10:48:00,2011-07,3,2,54,115.08,3.37
561867,16931,United Kingdom,2011-07-31 10:59:00,2011-07,34,34,85,115.61,1.43
561868,16813,United Kingdom,2011-07-31 11:26:00,2011-07,56,55,138,177.41,1.5
561869,16764,United Kingdom,2011-07-31 11:38:00,2011-07,39,39,75,172.96,2.78
561870,14911,EIRE,2011-07-31 11:45:00,2011-07,80,80,1410,1056.11,1.74
561871,13018,United Kingdom,2011-07-31 11:46:00,2011-07,20,20,251,377.29,1.97
561872,13018,United Kingdom,2011-07-31 11:46:00,2011-07,2,2,7,37.4,8.32
561873,13316,United Kingdom,2011-07-31 11:48:00,2011-07,37,37,2229,1912.7,2.57
561874,16255,United Kingdom,2011-07-31 12:02:00,2011-07,43,43,211,297.32,2.11
561875,14885,United Kingdom,2011-07-31 12:05:00,2011-07,15,15,724,765.32,1.27
561876,14472,United Kingdom,2011-07-31 12:08:00,2011-07,17,17,63,149.02,2.67
561877,16401,United Kingdom,2011-07-31 12:16:00,2011-07,34,33,485,483.63,1.54
561878,17388,United Kingdom,2011-07-31 12:34:00,2011-07,11,11,59,189.83,6.0
561879,13722,United Kingdom,2011-07-31 12:43:00,2011-07,34,34,351,738.06,2.81
561880,13722,United Kingdom,2011-07-31 12:44:00,2011-07,5,5,92,173.88,1.94
561881,16477,United Kingdom,2011-07-31 12:47:00,2011-07,24,24,229,446.75,2.13
561882,13388,United Kingdom,2011-07-31 12:52:00,2011-07,31,31,262,621.3,4.7
561883,13388,United Kingdom,2011-07-31 12:52:00,2011-07,4,4,20,55.8,3.45
561884,15453,United Kingdom,2011-07-31 13:07:00,2011-07,32,31,82,139.98,1.83
561885,15532,United Kingdom,2011-07-31 13:13:00,2011-07,60,60,109,324.1,3.51
561887,14414,United Kingdom,2011-07-31 13:33:00,2011-07,21,21,522,309.14,0.78
561888,14092,United Kingdom,2011-07-31 13:36:00,2011-07,21,21,258,360.54,1.81
561889,15804,United Kingdom,2011-07-31 13:37:00,2011-07,31,31,214,519.04,3.9
561890,12697,Sweden,2011-07-31 14:17:00,2011-07,10,10,197,343.41,5.34
561891,15438,United Kingdom,2011-07-31 14:19:00,2011-07,25,25,59,156.58,3.54
561893,12942,United Kingdom,2011-07-31 14:39:00,2011-07,46,46,94,279.08,3.64
561894,14456,United Kingdom,2011-07-31 15:00:00,2011-07,188,187,480,494.27,1.93
561895,12748,United Kingdom,2011-07-31 15:04:00,2011-07,1,1,1,1.25,1.25
561896,15819,United Kingdom,2011-07-31 15:22:00,2011-07,24,24,225,408.33,2.56
561897,17841,United Kingdom,2011-07-31 15:24:00,2011-07,58,58,111,205.2,1.87
561898,12456,Switzerland,2011-07-31 15:25:00,2011-07,45,45,628,1325.23,3.49
561899,17173,United Kingdom,2011-07-31 15:26:00,2011-07,12,12,116,462.78,4.38
561900,16655,United Kingdom,2011-07-31 15:31:00,2011-07,79,77,521,636.49,1.94
561901,14156,EIRE,2011-07-31 15:42:00,2011-07,19,19,5246,13464.26,3.52
561902,17404,Sweden,2011-07-31 15:50:00,2011-07,24,24,2567,3633.58,3.22
561903,17162,United Kingdom,2011-07-31 16:04:00,2011-07,17,17,176,298.38,3.1
561904,17941,United Kingdom,2011-08-01 08:30:00,2011-08,2,2,252,304.56,1.25
561905,14947,United Kingdom,2011-08-01 09:31:00,2011-08,10,10,118,178.5,2.34
561906,12921,United Kingdom,2011-08-01 10:03:00,2011-08,32,32,471,660.45,1.93
561907,14060,United Kingdom,2011-08-01 10:08:00,2011-08,17,17,250,211.14,1.35
561908,14239,United Kingdom,2011-08-01 10:09:00,2011-08,6,6,60,120.5,2.01
561909,15625,United Kingdom,2011-08-01 10:23:00,2011-08,8,8,250,301.14,1.3
561910,17053,United Kingdom,2011-08-01 10:23:00,2011-08,13,13,122,498.48,4.5
561911,12534,Germany,2011-08-01 10:26:00,2011-08,63,63,651,1089.18,3.04
561912,13184,United Kingdom,2011-08-01 11:08:00,2011-08,22,21,212,178.82,1.82
561913,13184,United Kingdom,2011-08-01 11:12:00,2011-08,3,3,7,8.29,0.97
561914,17676,United Kingdom,2011-08-01 11:13:00,2011-08,14,14,134,182.66,1.61
561915,14408,United Kingdom,2011-08-01 11:23:00,2011-08,44,42,569,773.69,2.12
561916,15581,United Kingdom,2011-08-01 11:44:00,2011-08,1,1,1,250.0,250.0
561917,16904,United Kingdom,2011-08-01 11:57:00,2011-08,65,64,89,228.94,2.91
561922,13167,United Kingdom,2011-08-01 12:12:00,2011-08,23,23,80,174.64,3.35
561923,14112,United Kingdom,2011-08-01 12:16:00,2011-08,39,39,476,748.32,2.15
561925,16551,United Kingdom,2011-08-01 12:28:00,2011-08,11,11,316,306.1,1.7
561926,12749,United Kingdom,2011-08-01 12:48:00,2011-08,84,84,812,1866.43,4.75
561928,12749,United Kingdom,2011-08-01 12:50:00,2011-08,1,1,6,29.7,4.95
561933,12949,United Kingdom,2011-08-01 12:56:00,2011-08,38,38,434,678.47,2.07
561936,14403,United Kingdom,2011-08-01 12:57:00,2011-08,1,1,16,204.0,12.75
561952,12949,United Kingdom,2011-08-01 13:02:00,2011-08,3,3,28,59.4,2.75
561955,12949,United Kingdom,2011-08-01 13:03:00,2011-08,2,2,18,35.1,2.2
561967,12844,United Kingdom,2011-08-01 13:11:00,2011-08,28,27,77,174.88,2.37
561968,16332,United Kingdom,2011-08-01 13:29:00,2011-08,23,22,72,221.5,3.9
561969,17757,United Kingdom,2011-08-01 13:31:00,2011-08,32,32,153,206.69,2.89
561995,16133,United Kingdom,2011-08-01 13:44:00,2011-08,10,10,383,306.02,2.65
562002,14567,United Kingdom,2011-08-01 13:48:00,2011-08,13,13,172,800.76,4.75
562011,16745,United Kingdom,2011-08-01 13:54:00,2011-08,13,13,207,422.07,2.26
562014,14341,United Kingdom,2011-08-01 14:05:00,2011-08,18,18,237,321.29,2.87
562015,17615,United Kingdom,2011-08-01 14:06:00,2011-08,3,3,30,57.3,2.22
562017,14937,Channel Islands,2011-08-01 14:16:00,2011-08,13,13,172,759.56,4.5
562018,17282,United Kingdom,2011-08-01 14:29:00,2011-08,5,5,916,687.0,0.99
562019,14709,United Kingdom,2011-08-01 14:57:00,2011-08,14,14,220,457.6,2.08
562021,16172,United Kingdom,2011-08-01 15:37:00,2011-08,11,11,136,249.0,2.28
562023,16814,United Kingdom,2011-08-01 15:57:00,2011-08,15,15,131,258.75,3.86
